구분,담당부서,대수,위치,촬영범위,설치목적(공개장소일 경우에만 작성),"세부목적(청사보안, 무인계도, 산불감시 등 자세하게 작성)"
1205,북한산사무소,1,족두리봉,족두리봉,시설안전 및 화재예방,산불감시
1206,북한산사무소,1,칼바위,칼바위,시설안전 및 화재예방,산불감시
1207,북한산사무소,1,용출봉,용출봉,시설안전 및 화재예방,산불감시
1208,북한산사무소,1,오투빌딩,오투빌딩,시설안전 및 화재예방,산불감시
1209,북한산사무소,1,숨은벽,숨은벽,시설안전 및 화재예방,산불감시
1210,북한산사무소,2,인수대피소,인수대피소,범죄예방,범죄예방 및 시설물관리
1211,북한산사무소,2,정릉 탐방안내소 별관,30미터 이내,시설안전 및 화재예방,범죄예방
1212,북한산사무소,2,정릉 탐방안내소 별관,20미터 이내,,범죄예방
1213,북한산사무소,2,정릉사무소,정릉사무소,범죄예방,범죄예방
1214,북한산사무소,10,정릉주차장,정릉주차장,시설안전 및 화재예방,범죄예방
1215,치악산사무소,1,금대분소 입구,금대분소 입구,시설안전 및 화재예방,시설안전
1216,치악산사무소,1,입석사 탐방로 입구,탐방로 입구,시설안전 및 화재예방,시설안전
1217,치악산사무소,1,보문사 탐방로 입구,탐방로 입구,시설안전 및 화재예방,시설안전
1218,치악산사무소,1,행구탐방지원센터,탐방지원센터 일대,시설안전 및 화재예방,시설안전
1219,치악산사무소,1,곧은재탐방지원센터,탐방지원센터 일대,시설안전 및 화재예방,시설안전
1220,치악산사무소,1,황골탐방지원센터,탐방지원센터 일대,시설안전 및 화재예방,시설안전
1221,치악산사무소,1,성남탐방지원센터,탐방지원센터 일대,시설안전 및 화재예방,시설안전
1222,치악산사무소,1,부곡탐방지원센터,탐방지원센터 일대,시설안전 및 화재예방,시설안전
1223,치악산사무소,1,세렴교(학곡리 산34),세렴교 일원,범죄예방,무인계도
1224,치악산사무소,1,전재(우천면 오원리 산174-1),전재 일원,범죄예방,무인계도
1225,치악산사무소,11,구룡주차장,구룡주차장 일대,시설안전 및 화재예방,시설안전
1226,치악산사무소,1,신흥동화장실,신흥동 회차장 일대,시설안전 및 화재예방,시설안전
1227,치악산사무소,1,부석골 입구(강림면 부곡리 1064-2),부석골 입구 일원,범죄예방,무인계도
1228,치악산사무소,1,전재(안흥면 안흥리 산 190-11),전재 일원,범죄예방,무인계도
1229,치악산사무소,1,입석사 화장실,화장실 주출입구,범죄예방,시설안전
1230,치악산사무소,2,금대야영장,야영장 일대,시설안전 및 화재예방,시설안전
1231,치악산사무소,1,사무소 입구,사무소출입구,시설안전 및 화재예방,시설안전
1232,치악산사무소,1,행구탐방지원센터,탐방로 일대,시설안전 및 화재예방,시설안전
1233,치악산사무소,1,성남탐방지원센터,탐방로 일대,시설안전 및 화재예방,시설안전
1234,치악산사무소,1,황골탐방지원센터,탐방로 일대,시설안전 및 화재예방,시설안전
1235,치악산사무소,2,대곡안전센터,탐방로 일대,시설안전 및 화재예방,시설안전
1236,치악산사무소,18,황골주차장,주출입구 및 주요 장소 전반,범죄예방,시설안전
1237,치악산사무소,1,구룡여성화장실,화장실 주출입구,범죄예방,시설안전
1238,치악산사무소,1,비로봉(정산 부곡방면),비로봉 일원,범죄예방,무인계도
1239,치악산사무소,1,동악단(행구동 산1031-1),동악단 일원,범죄예방,무인계도
1240,치악산사무소,6,구룡야영장,야영장 일대,시설안전 및 화재예방,산불감시
1241,치악산사무소,4,금대야영장,야영장 일대,시설안전 및 화재예방,산불감시
1242,치악산사무소,1,강림전파기지국,부곡능선 일대,시설안전 및 화재예방,산불감시
1243,치악산사무소,1,안흥전파기지국,안흥능선 일대,시설안전 및 화재예방,산불감시
1244,치악산사무소,1,우천전파기지국,우천능선 일대,시설안전 및 화재예방,산불감시
1245,치악산사무소,1,황골전파기지국,황골 삼거리일대,시설안전 및 화재예방,산불감시
1246,치악산사무소,1,상원사 화장실,상원사 일대,시설안전 및 화재예방,시설안전
1247,치악산사무소,1,부곡탐방지원센터,탐방로 일대,시설안전 및 화재예방,시설안전
1248,치악산사무소,1,곧은재탐방지원센터,탐방로 일대,시설안전 및 화재예방,시설안전
1249,치악산사무소,1,부곡저수지(부곡리 산203-1),부곡저수지 일원,범죄예방,무인계도
1250,치악산사무소,1,국형사,국형사 일원,범죄예방,무인계도
1251,치악산사무소,1,새두둑(제일참숯-삼봉하단),새두둑 일원,범죄예방,무인계도
1252,내장산백암사무소,1,장성군 북하면 약수리 산 115-1,약사암 입구 일원,범죄예방,무인계도 및 산불감시
1253,내장산백암사무소,1,장성군 북하면 약수리 16-2,쌍계루 일원,범죄예방,무인계도 및 산불감시
1254,내장산백암사무소,1,장성군 북하면 약수리 593-1,일광정 일원,범죄예방,무인계도 및 산불감시
1255,내장산백암사무소,1,장성군 북하면 약수리 108,가인야영장 일원,범죄예방,무인계도 및 산불감시
1256,내장산백암사무소,1,장성군 북하면 약수리 산13-5,백양탐방지원센터 일원,범죄예방,무인계도 및 산불감시
1257,내장산백암사무소,1,장성군 북하면 신성리 산1-28,남창탐방로 일원,범죄예방,무인계도 및 산불감시
1258,내장산백암사무소,1,남창지구 자하동계곡,자하동 특별보호구 출입금지구역,범죄예방,무인계도 및 산불감시
1259,내장산백암사무소,1,남창지구 은선동 계곡,은선동 특별보호구 출입금지구역,범죄예방,무인계도 및 산불감시
1260,내장산백암사무소,1,장성군 북하면 약수리 산115-1번지 임,약사암~백학봉 탐방로 입구,범죄예방,무인계도 및 산불감시
1261,내장산백암사무소,1,장성군 북하면 약수리 산13-1번지 임,가인마을~청류암탐방로 입구,범죄예방,무인계도 및 산불감시
1262,내장산백암사무소,1,장성군 북하면 약수리15-1번지,곡두재 자연관찰로 입구,범죄예방,무인계도 및 산불감시
1263,내장산백암사무소,1,장성군 북하면 신성리444번지,남창탐방지원센터 입구,범죄예방,무인계도 및 산불감시
1264,내장산백암사무소,1,장성군 북하면 약수리 148-3,일주문화장실 입구,범죄예방,무인계도 및 산불감시
1265,내장산백암사무소,1,장성군 북하면 약수리 138-2,가인화장실 입구,범죄예방,무인계도 및 산불감시
1266,내장산백암사무소,1,장성군 북하면 약수리 16,쌍계루화장실 입구,범죄예방,무인계도 및 산불감시
1267,내장산백암사무소,1,장성군 북하면 약수리 21,청량원화장실 입구,범죄예방,무인계도 및 산불감시
1268,내장산백암사무소,1,장성군 북하면 신성리 427-2,남창주차장화장실 입구,범죄예방,무인계도 및 산불감시
1269,내장산백암사무소,1,장성군 북하면 신성리 314,자하동화장실 입구,범죄예방,무인계도 및 산불감시
1270,내장산백암사무소,1,장성군 북하면 약수리 119-1,박물관화장실 입구,범죄예방,무인계도 및 산불감시
1271,내장산백암사무소,1,전북 정읍시 신정동 산192번지,반경5km내외,시설안전 및 화재예방,무인계도 및 산불감시
1272,내장산백암사무소,1,전남 장성군 북하면 약수리 산13-1,반경5km내외,시설안전 및 화재예방,무인계도 및 산불감시
1273,내장산백암사무소,1,전남 장성군 북이면 사거리 산44-13,반경5km내외,시설안전 및 화재예방,무인계도 및 산불감시
1274,내장산백암사무소,1,전남 장성군 북하면 약수리119-2,반경5km내외,시설안전 및 화재예방,무인계도 및 산불감시
1275,내장산백암사무소,6,사무소,사무소,범죄예방,청사보안
1276,내장산백암사무소,1,가인야영장,야영장 진입부,범죄예방,야영장 출입구 진출입 차량 및 탐방객 확인
1277,내장산백암사무소,1,새재화장실,새재화장실 입구,범죄예방,무인계도 및 산불감시
1278,내장산백암사무소,6,가인주차장,가인주차장 일원,범죄예방,주차장 출입구 진출입 차량 및 탐방객 확인
1279,내장산백암사무소,10,남창주차장 및 남창분소 외부,남창분소 및 남창주차장 일원,시설안전 및 화재예방,"청사보안, 주차장 출입구 진출입 차량 및 탐방객 확인"
